,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_blue_side_towers_taken,total_blue_side_inhibitors_destroyed,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_red_side_towers_taken,total_red_side_inhibitors_destroyed,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
0,1822,False,False,True,886,35,21,80,68213,55480,45,115,267,10,2,3,2,2,0,805,21,35,50,53831,51700,48,80,188,5,0,1,1,0,1
0,1772,False,False,True,954,23,29,36,63146,55225,27,73,209,11,3,1,6,1,1,845,29,23,53,59767,56325,25,71,172,3,0,3,0,1,0
0,1362,True,False,False,648,18,26,27,39556,37525,15,46,88,0,0,0,0,0,0,697,26,18,41,51639,44800,18,65,132,6,1,2,6,1,1
0,1265,False,False,False,642,6,29,12,33988,33133,11,36,92,0,0,1,3,0,0,681,29,6,49,49249,39975,4,40,91,11,2,1,0,0,1
0,1521,True,False,False,683,16,18,28,42393,40050,17,76,149,0,0,0,6,0,0,798,18,16,39,47323,44275,33,73,199,4,0,3,0,0,1
0,1840,False,False,True,927,23,23,49,63216,55558,31,105,231,9,1,3,6,2,1,971,23,23,34,56555,54600,23,75,185,3,0,1,0,0,0
0,1365,True,False,True,774,21,16,37,47659,39375,24,67,149,3,0,2,2,1,1,752,16,21,26,43180,39235,30,52,149,3,0,1,1,0,0
0,1526,False,False,False,654,34,37,60,55811,51850,17,60,146,6,0,2,1,1,1,768,37,34,49,58878,52258,18,67,136,10,1,1,5,0,0
0,1259,False,False,False,611,18,35,27,40518,39258,6,36,77,3,0,0,2,0,0,600,35,19,57,48741,43983,11,43,109,8,1,3,4,0,1
0,1393,False,False,False,640,12,32,12,39704,37675,12,47,109,2,0,3,0,0,0,736,32,12,55,53998,46350,10,42,117,10,2,0,6,1,1
0,1503,False,False,True,766,39,19,50,56376,51400,25,50,157,11,3,4,1,1,1,678,19,39,25,45460,42725,10,55,103,0,0,0,2,0,0
0,1859,False,False,False,909,17,38,30,55812,52000,40,76,189,4,0,3,4,0,1,850,38,17,75,63746,58945,28,98,217,8,1,1,2,1,0
0,1819,False,False,True,989,36,22,60,69284,63560,42,96,260,10,1,4,1,2,0,923,22,36,35,59722,58458,26,80,183,6,0,0,5,0,1
0,1033,True,False,False,513,7,16,7,27551,23875,13,36,73,0,0,0,0,0,1,555,16,7,22,35358,30750,13,48,96,4,0,2,0,0,0
0,1381,False,False,False,593,23,36,26,43505,41675,12,37,98,2,0,0,3,0,1,681,36,23,59,56108,48150,10,52,108,8,1,3,3,1,0
0,263,True,False,False,84,1,4,1,6312,4250,0,1,1,0,0,0,0,0,0,93,4,1,3,7821,5700,0,5,3,0,0,0,0,0,0
0,1601,False,False,False,666,22,38,36,48915,47975,17,74,158,3,0,1,6,0,0,799,38,22,67,59733,52650,18,54,127,8,1,2,0,1,1
0,1619,False,False,False,827,26,35,25,52985,49983,27,60,153,6,0,2,6,0,1,747,34,26,54,58950,53058,28,90,193,10,2,1,0,1,0
0,1183,True,False,True,677,21,8,25,42138,35655,11,38,83,6,0,3,0,0,1,536,8,21,10,32231,30025,14,35,97,1,0,0,6,0,0
0,2216,False,False,True,1249,33,30,57,77307,73875,61,109,303,11,4,3,6,0,0,1107,30,33,66,72970,68450,48,103,274,4,0,3,0,2,1
0,977,True,False,True,522,16,10,17,31691,28275,8,29,69,1,0,2,6,0,0,451,10,16,19,28937,25600,9,38,67,0,0,0,0,0,0
0,1694,False,False,True,786,43,27,73,66508,60775,22,80,181,9,2,3,0,1,1,782,27,43,33,55261,51775,34,63,175,4,0,1,6,0,0
0,1182,True,False,False,630,5,21,8,33125,33025,9,45,92,3,0,0,3,0,0,688,21,5,26,40671,36575,12,46,113,4,0,3,3,0,1
0,1217,True,False,False,611,13,27,12,35916,32760,14,50,119,1,0,1,0,0,0,655,27,13,40,43539,38808,18,44,97,4,0,1,6,0,1
0,1518,False,False,True,813,25,10,57,54315,47750,18,55,141,9,2,0,6,1,1,745,10,25,21,40450,38760,19,58,144,1,0,3,0,0,0
0,1154,True,False,False,618,11,22,5,34599,32750,10,39,92,2,0,0,3,0,0,591,22,12,31,39175,36175,8,33,82,3,0,2,0,0,1
0,1433,True,False,True,839,19,14,37,51029,46508,27,50,142,7,0,2,2,1,1,727,14,19,27,43431,40925,16,54,124,2,0,1,3,0,0
0,1779,False,False,False,811,26,34,32,55505,53743,17,73,153,3,0,0,0,0,1,957,34,26,67,70124,64225,28,83,207,10,2,4,6,1,0
0,1836,False,False,True,877,43,24,55,69647,63705,25,70,173,11,3,3,0,2,0,815,24,43,37,56149,53775,26,64,171,3,0,1,6,0,0
0,1743,False,False,True,831,56,29,60,71825,63850,26,63,175,10,2,1,0,2,0,892,29,56,29,61809,59800,16,69,157,5,0,3,6,0,1
0,1399,False,False,True,731,28,19,47,52159,46515,36,71,186,8,1,1,0,1,1,672,19,28,28,45519,41808,14,78,143,5,0,0,6,0,0
0,1673,False,False,False,767,21,35,35,51947,50385,34,84,168,2,0,0,3,0,0,920,35,21,44,66123,59905,43,80,228,11,3,4,0,1,1
0,1233,True,False,False,657,13,27,16,38417,35418,13,49,90,1,0,1,3,0,0,689,27,13,34,45612,43460,13,43,114,5,0,1,3,0,1
0,2006,False,False,False,835,31,45,55,64310,62763,19,76,170,6,0,2,0,1,1,924,45,31,74,72846,67905,27,79,193,7,1,3,3,1,0
0,1675,False,False,True,815,27,14,52,58310,52958,19,72,172,11,3,2,6,1,1,870,14,27,27,51603,49633,26,60,168,2,0,2,0,0,0
0,919,True,False,True,538,15,3,13,32997,31125,12,37,76,4,0,1,6,0,1,428,3,15,3,23195,22500,11,29,68,0,0,1,0,0,0
0,1116,True,False,False,554,9,28,7,31305,28483,13,36,78,0,0,0,6,0,0,590,28,9,37,42212,37600,14,50,117,5,0,3,0,0,1
0,1749,False,False,False,881,32,38,58,61230,58075,13,78,142,4,0,1,3,0,0,948,38,32,51,66177,56800,38,68,225,10,1,3,3,1,1
0,1477,True,False,False,806,12,21,20,44972,43845,9,60,146,4,0,1,3,0,1,773,20,12,54,50493,42350,19,36,116,7,1,1,3,1,0
0,923,True,False,False,406,4,19,2,22021,18550,5,22,53,0,0,0,0,0,0,513,19,4,25,32564,27725,4,34,68,2,0,1,3,0,1
0,1883,False,False,True,899,31,25,64,64655,55233,31,77,179,9,2,1,3,1,1,997,25,31,50,60769,57375,36,82,241,4,0,4,0,0,0
0,1373,False,False,False,619,17,37,27,42788,39400,11,48,87,1,0,0,0,0,0,621,37,17,57,52618,47983,14,53,148,11,3,2,6,1,1
0,1519,False,False,False,693,27,35,47,49546,46030,15,54,132,3,0,0,6,0,1,784,35,27,62,60597,51375,16,52,137,10,2,3,0,1,0
0,1442,False,False,False,736,16,30,19,44398,42185,16,62,126,2,0,0,0,0,1,787,30,16,47,53683,48035,21,59,147,7,1,3,6,1,0
0,1810,False,False,False,943,21,36,28,54776,53183,45,78,149,0,0,0,3,0,0,1058,36,21,38,71769,65125,41,100,240,11,3,3,3,2,1
0,1208,True,False,True,638,21,9,27,40132,37658,15,42,107,3,0,2,4,0,1,618,9,21,15,34754,32000,7,43,98,2,0,0,2,0,0
0,1390,False,False,False,583,22,25,42,42550,39875,15,74,160,3,0,2,6,0,1,749,25,22,44,52259,43808,22,54,140,8,1,1,0,1,0
0,2015,False,False,True,939,28,31,46,68403,60385,30,100,221,8,1,2,1,1,1,1020,31,28,47,67978,66522,31,76,183,6,0,2,2,1,0
0,1589,False,False,True,686,34,28,53,57141,53183,15,62,145,8,1,2,3,1,0,725,28,34,49,52898,50283,13,52,134,4,0,2,3,0,1
0,1212,True,False,True,641,29,11,45,47728,43050,17,76,149,8,1,2,6,0,1,675,11,29,13,38441,35525,16,50,100,3,0,1,0,0,0
0,1615,False,False,True,762,37,27,63,61155,57845,38,60,152,10,2,1,0,1,0,747,27,37,34,51881,49536,22,92,186,5,0,2,6,0,1
0,1794,False,False,False,827,29,39,34,59141,55300,28,69,194,6,0,2,3,0,1,796,39,29,85,63782,60600,27,72,189,7,1,2,0,1,0
0,2104,False,False,False,1025,26,35,38,71063,69005,41,84,232,8,2,0,1,2,1,1114,35,26,75,74007,67850,36,107,245,7,1,4,5,0,0
0,1836,False,False,False,886,17,24,26,53374,52825,37,91,195,4,0,3,3,0,1,1017,24,17,49,63950,57866,43,106,242,10,2,2,3,1,0
0,1930,False,False,True,989,21,30,26,67119,59603,26,61,180,11,3,2,2,2,0,920,30,21,53,61822,57708,14,77,159,6,0,2,4,0,1
0,917,True,False,False,430,4,14,6,22800,20225,9,26,61,0,0,0,0,0,0,501,14,4,14,31924,29900,4,35,66,3,0,1,6,0,0
0,1549,True,False,False,702,24,27,36,46533,43933,29,86,177,2,0,0,3,0,0,854,27,24,61,58053,53075,38,66,176,6,0,3,0,1,1
0,1358,False,False,False,626,15,37,20,42245,41350,22,63,148,2,0,0,3,0,0,642,37,15,68,52620,44383,17,54,125,7,1,2,3,1,1
0,1189,False,False,True,619,38,10,62,49752,41537,17,48,112,9,1,2,3,0,1,552,10,38,14,33628,31790,9,47,89,2,0,0,0,0,0
0,912,True,False,False,392,8,26,6,24425,22775,9,27,53,0,0,0,6,0,0,514,26,8,17,36060,33030,7,35,66,5,0,2,0,0,0
0,1324,True,False,False,589,21,36,23,41770,38750,15,58,126,2,0,1,0,0,1,730,36,21,58,53625,47200,22,52,123,8,1,2,6,1,0
0,1871,False,False,True,850,43,36,91,67289,61638,40,111,270,8,1,1,2,0,0,870,36,44,55,65968,63025,50,78,219,6,0,3,4,1,0
0,914,True,False,True,536,22,5,20,35845,28050,17,30,81,4,0,1,6,0,0,431,5,22,8,23723,21700,4,37,60,0,0,0,0,0,0
0,1507,False,False,True,776,41,20,46,59553,53425,9,61,138,10,2,4,1,1,1,707,19,42,16,45732,42095,12,49,122,3,0,0,4,0,0
0,1811,False,False,False,884,27,29,52,57637,55975,28,85,193,6,1,0,0,0,0,820,29,27,57,62006,55650,24,75,194,8,1,4,3,1,1
0,1432,False,False,False,685,18,42,22,46830,43735,18,61,130,4,0,1,1,0,1,807,42,19,54,59779,52075,21,54,142,8,1,1,5,1,0
0,1858,False,False,False,872,18,30,25,54247,50380,27,76,176,5,0,2,3,0,0,954,30,18,61,65162,57435,37,86,238,8,1,2,3,1,1
0,1647,False,False,True,998,21,16,44,59281,54110,27,61,172,11,3,3,6,1,1,844,16,21,28,47950,45100,17,84,164,1,0,1,0,0,0
0,150,False,True,True,32,0,0,0,3620,2500,1,2,3,0,0,0,0,0,0,25,0,0,0,3386,2000,1,2,1,0,0,0,0,0,0
0,1243,True,False,False,551,9,31,13,33605,30775,13,43,93,1,0,0,1,0,0,746,31,9,41,49470,43900,12,39,82,8,2,3,2,0,1
0,1778,False,False,False,859,22,44,35,55347,55150,39,74,160,3,0,0,5,0,0,925,44,22,54,71525,62078,47,104,245,11,3,4,1,2,0
0,1651,False,False,False,860,22,34,39,53713,50325,28,88,164,3,0,0,3,0,1,839,34,22,44,61758,57205,25,74,161,10,2,4,3,2,0
0,1515,False,False,False,721,15,26,29,42616,40550,14,65,142,0,0,1,5,0,0,776,26,15,39,53650,48075,34,52,180,9,1,3,1,1,0
0,941,True,False,False,485,5,16,6,26389,23445,8,21,53,1,0,0,3,0,0,548,16,5,18,31596,26833,6,33,66,1,0,2,3,0,1
0,1449,False,False,True,774,21,1,30,49696,41175,12,51,129,10,2,3,5,1,1,691,1,21,0,35893,33975,12,45,100,2,0,0,1,0,0
0,934,True,False,False,435,12,23,12,27555,24200,5,21,44,0,0,0,5,0,0,417,23,12,33,32424,27675,8,34,79,2,0,2,0,0,0
0,1532,False,False,True,765,40,20,43,58773,51450,11,67,144,9,1,2,3,1,1,742,20,40,25,48407,45583,13,60,131,2,0,2,0,0,0
0,1510,False,False,False,601,21,51,29,45595,44580,15,47,114,1,0,0,6,0,0,668,51,21,71,63260,56838,7,68,128,10,2,3,0,1,1
0,1731,False,False,True,974,31,23,40,67307,57845,35,67,156,9,2,1,6,1,1,970,23,31,25,58328,57108,27,96,221,5,0,3,0,0,0
0,1216,True,False,False,610,14,34,19,35990,34593,10,42,93,1,0,1,0,0,1,650,32,14,49,46040,40975,18,44,118,6,0,0,0,0,0
0,1783,False,False,False,881,37,34,57,61773,58250,25,88,195,6,0,1,0,0,1,874,34,37,59,66124,60800,28,66,176,10,1,3,6,1,0
0,1705,False,False,True,869,29,26,73,60464,54810,28,65,181,9,1,3,3,1,1,758,26,29,49,53573,51150,16,58,130,3,0,1,3,0,0
0,947,True,False,False,442,7,28,7,25326,22875,7,35,67,0,0,1,0,0,0,464,27,8,35,37383,30550,8,40,82,4,0,1,6,0,0
0,1355,False,False,True,722,28,20,37,53471,42155,23,55,143,11,1,2,6,1,0,653,20,28,37,42372,40188,24,56,148,1,0,1,0,0,1
0,1387,False,False,False,758,7,21,16,39765,37225,13,53,132,2,0,0,6,0,0,766,21,8,43,48942,40550,18,48,130,8,1,3,0,1,1
0,1804,False,False,True,896,31,27,52,65054,58650,27,73,191,7,1,1,1,1,1,902,27,31,48,62168,56890,22,68,154,9,1,4,5,1,0
0,1903,False,False,False,1017,20,34,18,60213,56883,36,77,217,4,0,3,6,0,1,1017,34,20,54,67601,61583,27,84,190,10,2,1,0,1,0
0,1387,False,False,True,715,40,16,67,57209,50125,11,55,120,9,1,2,6,1,0,665,16,40,26,41688,39150,7,51,117,1,0,1,0,0,0
0,1305,False,False,True,668,27,17,41,48882,44475,18,40,108,7,1,2,4,0,1,598,16,27,27,39982,34700,11,50,94,2,0,1,2,0,0
0,1686,False,False,False,777,18,43,33,50421,48725,18,70,153,2,0,0,6,0,1,900,43,18,70,66777,65195,21,71,176,11,3,4,0,1,0
0,1343,True,False,False,665,16,28,18,42010,40550,27,88,167,3,0,0,3,0,0,730,28,16,56,47417,42200,34,70,169,4,0,3,0,0,1
0,1169,False,False,True,704,22,5,36,45119,35783,7,40,93,9,2,2,3,0,1,563,5,22,5,29980,27350,7,33,63,1,0,0,0,0,0
0,2045,False,False,False,1080,36,35,42,72079,68250,24,98,212,7,0,1,4,1,1,1034,35,36,79,74002,68933,30,74,202,8,1,4,2,1,0
0,1478,False,False,False,666,17,33,30,43312,40425,11,62,135,1,0,0,0,0,1,781,33,17,52,55823,49208,20,61,143,10,2,3,6,1,0
0,1596,False,False,True,840,24,29,30,57697,51350,23,57,147,9,1,2,0,0,1,808,29,24,41,56228,52930,17,68,176,3,0,2,6,1,0
0,1554,True,False,True,870,29,18,40,56500,51600,25,73,174,6,1,2,3,1,1,743,18,29,23,47029,44950,20,74,160,3,0,2,3,0,0
0,1358,False,False,False,582,19,38,29,41536,38008,19,42,103,0,0,0,3,0,0,636,38,19,50,53986,50680,15,52,133,10,2,3,0,0,1
0,1160,True,False,False,530,12,18,16,32694,29900,4,37,66,1,0,1,2,0,0,676,18,12,23,40554,34800,10,36,99,5,0,1,4,0,1
0,1344,False,False,False,649,20,25,15,41531,39770,16,48,123,2,0,1,2,0,0,759,25,20,42,52148,45583,15,48,123,8,1,1,3,1,1
0,1517,False,False,False,754,17,37,22,47766,44900,16,63,142,3,0,0,3,0,0,865,37,17,68,61226,53475,14,62,147,9,2,3,3,1,1
0,923,True,False,False,502,4,18,4,26960,23425,12,43,90,2,0,0,3,0,0,511,18,4,14,30266,24608,15,27,70,1,0,1,3,0,1
0,1711,False,False,True,819,43,25,75,65728,58713,23,65,157,9,1,3,3,1,1,810,25,43,42,54265,50012,14,69,160,4,0,1,3,0,0
0,1810,False,False,False,939,26,42,44,57720,55030,31,90,177,3,0,3,1,0,0,917,41,26,68,74356,68383,47,110,260,11,2,2,3,2,1
0,912,True,False,False,435,4,17,5,23077,19775,5,36,57,0,0,0,3,0,0,519,17,4,13,32659,29525,16,31,81,3,0,1,0,0,1
0,1669,False,False,True,847,34,24,69,60882,56801,26,90,196,8,1,2,5,1,0,817,23,34,34,53208,51708,39,64,169,3,0,2,1,0,1
0,1128,True,False,True,551,23,9,29,39230,35575,12,47,111,4,0,2,4,0,1,542,9,23,13,31333,28250,14,45,96,1,0,1,2,0,0
0,1243,True,False,False,632,9,28,8,35774,34225,14,54,116,3,0,0,6,0,0,628,28,9,36,45617,40295,14,45,98,6,0,2,0,1,1
0,1685,False,False,False,801,25,31,29,54920,52150,42,85,223,5,0,2,3,0,1,792,31,25,46,58349,52458,30,93,191,8,1,2,0,1,0
0,983,True,False,True,525,13,1,14,31552,27750,8,38,83,3,0,0,3,0,1,507,1,13,1,23823,23625,11,27,75,1,0,2,3,0,0
0,1489,False,False,True,805,39,24,59,60738,51095,24,56,143,10,2,0,2,1,0,705,24,39,29,48137,45237,18,61,118,2,0,2,0,0,0
0,1715,False,False,False,762,22,42,33,52564,49258,22,68,145,2,0,0,6,0,1,951,42,22,67,67367,59450,26,67,188,10,2,3,0,2,0
0,2057,False,False,True,956,33,22,55,67556,60287,45,87,245,7,1,3,0,0,1,1005,22,33,33,65686,63345,40,89,267,6,0,1,0,2,0
0,954,True,False,False,501,11,20,9,28537,26100,10,27,60,1,0,1,3,0,0,488,20,11,19,33688,30075,8,41,80,3,0,1,3,0,1
0,1764,False,False,True,935,41,29,44,66471,61325,40,50,161,10,2,3,3,1,1,880,29,41,34,58605,53950,21,82,175,2,0,1,0,0,0
0,1588,False,False,True,783,39,17,67,62302,56750,18,68,164,11,3,1,0,1,1,715,17,39,29,45645,43725,20,57,128,0,0,2,3,0,0
0,1263,False,False,True,698,30,11,37,47733,38650,13,35,93,8,1,3,2,0,1,642,10,30,7,38509,33525,11,44,109,3,0,0,4,0,0
0,1686,False,False,True,779,34,22,65,61704,54000,27,67,177,10,1,1,5,1,1,855,22,34,37,55907,54400,24,72,196,5,0,3,1,0,0
0,1179,True,False,False,529,15,31,15,35686,33700,8,38,91,1,0,0,3,0,1,668,31,15,38,47401,44760,12,45,127,6,0,3,1,0,0
0,1648,True,False,False,852,17,29,24,51451,49130,20,65,159,3,0,0,6,0,1,817,29,17,64,56296,49900,22,66,168,9,1,4,0,0,0
0,1849,True,False,False,854,22,35,47,55823,53150,21,69,168,2,0,0,6,0,0,878,35,22,56,65010,61160,24,80,190,9,2,4,0,2,1
0,1491,True,False,True,736,42,27,71,58479,52425,23,65,156,7,1,3,0,1,1,674,27,42,34,50626,47500,26,65,138,3,0,0,3,0,0
0,1745,False,False,False,917,30,28,52,63594,60745,40,95,238,7,0,2,2,1,0,902,28,31,48,60429,54890,38,79,176,8,2,2,4,0,1
0,1407,True,False,False,672,14,33,25,41617,39510,16,47,109,3,0,1,1,0,0,747,33,14,36,54438,47900,11,61,155,8,2,2,3,1,1
0,1083,True,False,True,646,18,5,27,38850,32583,17,40,102,4,0,1,3,0,1,519,5,18,9,30550,27725,14,42,97,3,0,1,0,0,0
0,2003,False,False,True,978,29,19,55,67099,58533,40,72,210,11,2,1,6,1,1,1003,19,29,31,60024,58240,21,84,173,5,0,3,0,0,0
0,1636,False,False,True,805,31,24,60,59180,57266,28,60,149,11,3,2,6,1,1,744,24,31,52,49969,46725,27,85,191,2,0,2,0,0,0
0,1397,True,False,False,684,15,30,16,41859,39375,26,51,132,3,0,0,5,0,0,723,30,15,65,51247,45433,21,65,150,6,0,3,1,1,1
0,1733,False,False,True,951,33,21,66,64864,58705,29,76,208,10,2,4,3,1,0,845,21,33,29,55639,53533,22,79,179,4,0,0,3,1,1
0,1391,False,False,False,600,18,47,21,41675,38450,11,60,113,0,0,0,1,0,0,706,47,18,60,60911,56395,24,50,153,11,3,3,3,1,1
0,1569,False,False,True,789,64,31,65,72070,63940,22,65,167,10,2,4,0,1,1,673,31,64,46,53704,52393,24,41,90,2,0,0,6,0,0
0,1821,False,False,False,814,23,36,26,55960,52993,24,58,154,3,0,0,3,1,0,843,36,23,72,62313,56833,17,82,181,9,2,4,3,0,0
0,1523,True,False,True,830,27,14,68,56371,52000,34,75,189,7,1,3,0,1,0,827,14,27,19,47767,43530,34,67,179,6,0,1,6,0,1
0,1500,False,False,False,738,21,30,35,48813,44250,18,60,148,3,0,1,6,0,1,789,30,21,53,54244,48475,13,60,135,6,1,3,0,1,0
0,1351,False,False,False,610,20,32,24,42456,39900,17,51,126,4,0,2,6,0,1,634,31,20,50,51225,40900,18,52,122,9,2,1,0,1,0
0,1476,True,False,True,766,26,15,48,54800,48925,24,67,158,10,2,0,6,1,1,778,15,26,19,42656,38975,16,62,138,1,0,3,0,0,0
0,1548,True,False,True,744,35,25,77,60262,54900,26,73,176,8,2,1,3,1,0,651,25,35,43,49747,48150,13,73,152,3,0,2,3,0,1
0,101,False,True,True,0,0,0,0,2500,2500,0,0,0,0,0,0,0,0,0,1,0,0,0,2521,2000,0,0,0,0,0,0,0,0,0
0,2025,False,False,False,1057,17,38,21,64723,60025,44,107,226,6,0,1,1,1,0,1101,38,17,64,73354,69625,47,122,314,11,2,4,2,1,1
0,1595,False,False,False,733,20,38,25,47083,46950,19,70,137,0,0,0,6,0,0,829,38,20,62,60996,54400,26,57,158,9,1,4,0,1,1
0,1570,False,False,True,793,29,26,35,57754,52375,17,51,143,9,1,3,3,1,1,678,25,29,29,47339,49312,18,54,127,2,0,1,0,0,0
0,1848,False,False,False,744,31,46,60,61350,59100,26,79,184,5,0,1,4,1,1,823,45,31,80,69602,59775,30,75,191,10,2,3,2,0,0
0,923,True,False,False,498,3,17,3,25201,26343,3,26,53,1,0,0,2,0,0,530,17,3,8,29651,26425,8,29,67,2,0,2,4,0,0
0,1556,False,False,True,770,25,16,52,52543,45410,21,60,137,6,1,1,1,1,1,718,16,25,28,46573,45183,17,52,145,6,0,3,5,0,0
0,1334,True,False,False,585,4,28,8,33317,30175,12,53,96,2,0,0,6,0,0,709,28,4,49,50172,40187,17,63,136,8,1,3,0,1,1
0,1389,False,False,False,627,15,33,19,42943,38083,18,43,115,3,0,0,5,0,1,708,33,15,65,52272,45220,13,49,115,10,2,2,1,1,0
0,1736,False,False,False,812,28,43,48,56853,58575,18,62,154,2,0,0,2,0,1,864,43,28,76,66669,61575,14,76,172,9,1,4,1,1,0
0,1664,False,False,True,943,27,22,51,59179,49983,27,67,185,7,1,3,3,0,1,886,22,27,29,52016,50467,25,81,200,3,0,1,3,0,0
0,940,True,False,False,464,8,23,12,26109,24100,11,29,79,0,0,1,2,0,0,535,23,8,28,34467,28925,8,43,81,3,0,0,4,0,0
0,1211,True,False,False,580,11,28,14,34666,31408,11,48,102,0,0,0,1,0,0,678,27,11,45,47870,45113,15,42,112,9,2,2,5,0,1
0,1406,False,False,True,786,23,9,26,50787,41025,16,48,118,10,2,2,0,1,1,764,9,23,14,40502,38583,16,44,115,1,0,1,6,0,0
0,1455,True,False,True,750,27,15,46,49946,44650,32,50,153,3,0,1,5,1,1,727,15,27,16,44748,40450,19,65,145,3,0,1,1,0,0
0,944,True,False,False,453,5,27,9,25598,21475,4,32,55,0,0,0,6,0,0,506,27,5,37,36974,34175,7,35,74,3,0,1,0,0,1
0,1055,True,False,True,514,33,16,50,41964,35637,12,31,82,3,0,2,3,0,0,452,16,33,22,33750,29850,2,37,69,1,0,0,3,0,0
0,1447,True,False,True,757,35,14,61,54323,47410,29,85,180,4,0,0,3,1,0,643,14,35,32,41022,40170,27,58,121,1,0,2,1,0,1
0,1480,False,False,False,804,17,22,23,44955,40925,17,68,147,2,0,1,0,0,0,847,22,17,30,53115,45670,27,53,156,9,1,3,6,1,1
0,1653,False,False,True,879,40,20,86,64829,58625,38,77,232,10,2,2,3,0,1,788,20,40,34,49061,52500,34,69,185,0,0,2,2,0,0
0,1362,True,False,False,639,15,42,18,40717,39133,14,45,106,1,0,0,0,0,0,625,42,15,77,52919,46458,15,43,123,7,1,3,2,1,0
0,1461,False,False,False,718,15,36,18,44206,42200,15,51,108,1,0,0,3,0,0,712,36,15,64,56541,51025,22,54,149,10,2,3,0,1,1
0,1281,True,False,False,645,10,24,15,36389,33958,12,41,99,1,0,0,0,0,0,657,24,10,47,46019,39128,11,47,105,5,0,3,5,1,1
0,1544,False,False,False,729,29,34,38,52421,51862,14,69,142,4,0,2,4,0,0,761,34,29,58,58435,53208,21,65,163,9,2,1,2,1,0
0,1479,False,False,True,830,22,14,32,51589,44750,28,55,149,8,1,3,6,0,0,704,14,23,27,41097,39150,15,72,152,0,0,1,0,0,1
0,1408,False,False,False,563,21,38,27,39456,36175,19,48,94,0,0,0,5,0,0,665,38,22,62,56242,46750,24,66,179,10,2,2,1,1,1
0,1421,False,False,True,736,30,19,39,52833,45533,31,62,147,8,1,0,3,1,1,771,19,30,14,46554,45583,25,72,170,5,0,2,0,0,0
0,1904,False,False,True,849,48,45,86,69243,61750,27,113,234,6,1,3,3,0,0,898,45,48,58,71567,69005,36,64,197,7,0,2,3,2,1
0,1518,False,False,False,731,19,36,31,47877,48158,19,69,135,2,0,1,4,0,1,840,36,19,50,60289,54943,28,56,138,10,2,3,2,1,0
0,1654,False,False,False,801,17,41,35,51104,48300,24,62,143,3,0,1,2,0,0,921,41,17,73,65807,59110,19,71,159,11,2,2,4,1,1
0,1180,True,False,False,609,15,27,25,39486,37808,15,51,111,4,0,0,3,0,1,616,27,15,43,43051,38100,16,44,108,3,0,2,3,0,0
0,1676,False,False,False,815,16,29,24,48662,46025,10,74,142,3,0,1,2,0,1,897,29,16,45,61999,52825,40,56,190,9,1,3,4,1,0
0,1425,False,False,False,677,19,28,31,45385,43330,17,53,134,2,0,1,0,1,0,711,28,19,53,50538,44710,22,54,135,7,1,1,6,0,1
0,945,True,False,True,491,24,5,35,34702,30475,7,38,85,3,0,1,2,0,0,460,5,24,5,26379,23200,7,32,73,1,0,1,4,0,0
0,1527,False,False,True,845,27,14,55,57146,48975,33,73,178,10,2,3,6,1,1,743,14,27,30,44287,42788,25,84,158,2,0,0,0,0,0
0,2244,False,False,False,1063,43,50,72,77712,73925,30,74,193,9,1,3,6,0,1,1001,50,43,103,82100,75100,29,106,230,9,2,2,0,2,0
0,1862,False,False,False,974,27,45,31,65800,62990,29,73,174,3,0,0,2,1,0,1067,45,27,51,75860,67525,34,79,210,11,4,4,1,1,1
0,1848,False,False,False,824,38,36,58,64520,62500,30,101,218,6,0,3,0,1,1,854,36,39,93,69041,60525,36,79,189,9,2,2,3,1,0
0,1714,False,False,True,845,37,31,68,67123,56875,26,76,184,9,1,1,3,2,1,729,31,37,58,53890,53308,27,68,166,2,0,2,3,0,0
0,911,True,False,True,508,25,2,30,35543,28987,9,33,62,2,0,1,6,0,1,443,2,25,1,22620,21050,6,26,50,0,0,0,0,0,0
0,1541,False,False,True,850,37,18,67,62576,56225,34,57,163,11,3,2,0,1,1,769,18,37,34,50064,48575,16,83,157,4,0,1,3,0,0
0,1746,False,False,True,852,46,33,76,69564,63450,30,70,195,9,1,4,3,1,1,727,33,46,45,55048,53510,17,70,153,3,0,0,3,0,0
0,1546,True,False,False,806,18,30,32,46373,43850,27,61,134,1,0,0,3,0,0,854,29,18,53,58284,51305,27,80,193,9,1,4,3,1,1
0,1659,False,False,False,759,21,32,36,52095,49575,17,65,142,3,0,2,6,0,1,920,32,21,52,62964,53450,21,63,168,11,2,2,0,1,0
0,1559,False,False,True,806,29,14,59,57485,49248,32,94,211,9,1,2,0,1,1,887,14,30,16,48923,47110,44,67,170,3,0,1,2,0,0
