,game_duration,game_ended_in_surrender,game_ended_in_early_surrender,blue_side_won,total_blue_side_minions_killed,total_blue_side_kills,total_blue_side_deaths,total_blue_side_assists,total_blue_side_gold_earned,total_blue_side_gold_spent,total_blue_side_wards_killed,total_blue_side_wards_placed,total_blue_side_vision_score,total_blue_side_towers_taken,total_blue_side_inhibitors_destroyed,total_blue_side_dragons_killed,total_blue_side_horde,total_blue_side_baron,total_blue_side_riftHerald,total_red_side_minions_killed,total_red_side_kills,total_red_side_deaths,total_red_side_assists,total_red_side_gold_earned,total_red_side_gold_spent,total_red_side_ward_takedowns,total_red_side_wards_placed,total_red_side_vision_score,total_red_side_towers_taken,total_red_side_inhibitors_destroyed,total_red_side_dragons_killed,total_red_side_horde,total_red_side_baron,total_red_side_riftHerald
0,1241,True,False,True,631,30,11,46,46043,40400,13,50,123,6,1,0,6,0,1,611,11,30,15,35881,33775,14,38,100,2,0,2,0,0,0
0,1315,False,False,False,644,11,31,14,37085,35750,11,52,92,2,0,0,0,0,0,656,31,11,59,52614,46350,14,57,131,10,1,3,6,1,1
0,1773,False,False,False,793,21,24,46,55303,53775,33,98,216,3,0,3,1,0,1,893,24,21,54,58730,52050,27,75,161,8,1,1,0,1,0
0,2045,False,False,False,997,39,41,57,72410,66660,22,89,206,6,0,1,0,2,1,1072,41,39,73,73502,66100,32,87,195,9,2,2,4,0,0
0,1371,True,False,False,687,11,23,13,38993,37375,11,55,115,3,0,0,6,0,1,795,23,11,47,49779,43490,28,38,138,5,0,3,0,1,0
0,1320,False,False,False,596,7,27,10,34975,30900,12,58,123,1,0,0,1,0,0,708,27,7,42,48455,42935,18,43,114,10,1,2,5,1,1
0,2125,False,False,False,1099,35,36,68,72452,67050,27,104,233,4,0,2,0,1,0,1281,36,35,44,79944,70975,54,81,264,11,3,3,5,1,1
0,1335,False,False,True,678,31,11,47,53043,46125,5,41,92,11,2,1,3,0,1,578,11,31,13,36767,34200,8,46,91,1,0,1,0,0,0
0,926,True,False,False,447,13,23,14,29268,26645,12,34,67,0,0,0,3,0,0,477,23,13,31,34723,28525,9,42,90,3,0,1,3,0,1
0,1663,False,False,False,699,24,35,53,51102,46385,15,78,160,1,0,1,4,1,0,834,35,24,77,62640,56713,27,56,160,11,2,2,2,0,1
0,1725,True,False,False,957,8,24,19,48130,44933,22,83,171,1,0,0,3,0,0,1014,24,8,48,60045,54955,36,75,231,5,0,5,3,1,1
0,1359,True,False,True,706,27,20,34,49320,46208,15,65,141,5,0,4,3,0,0,674,20,27,27,43644,42450,15,50,126,2,0,0,1,0,1
0,1286,False,False,True,710,31,18,38,53183,43912,12,49,113,10,2,1,6,1,1,662,18,31,19,42147,38508,12,36,83,1,0,2,0,0,0
0,1747,False,False,False,913,32,29,39,59897,56950,26,78,201,4,0,1,3,1,0,881,29,32,59,62870,57970,28,71,181,8,1,3,0,1,1
0,2026,False,False,True,1006,40,40,57,75768,70280,47,114,243,8,1,2,5,1,1,987,40,40,74,72199,67330,41,100,195,6,0,3,1,1,0
0,1521,False,False,True,893,24,9,50,56284,48635,27,70,187,10,2,2,3,1,0,811,9,24,17,46096,43550,22,69,147,3,0,2,3,0,1
0,1447,False,False,False,732,17,33,21,48697,46068,19,57,138,4,0,0,6,1,1,775,33,17,53,54096,50858,21,64,154,9,1,4,0,0,0
0,1719,False,False,False,812,22,51,24,52811,50700,17,61,133,1,0,0,1,0,1,909,51,22,84,69695,63680,34,72,198,10,2,4,5,1,0
0,1748,True,False,True,886,37,18,68,62198,54925,19,79,173,6,0,4,6,0,1,845,18,37,28,53621,51850,32,63,163,3,0,0,0,1,0
0,1728,False,False,False,797,27,36,39,58148,55170,19,70,163,6,0,2,6,1,1,855,36,28,69,60991,52635,19,63,151,8,2,2,0,0,0
0,1503,False,False,False,710,25,31,35,50746,49575,25,72,172,7,1,2,2,0,1,831,31,25,55,57011,51610,31,86,192,7,1,1,3,1,0
0,1762,False,False,False,845,28,46,47,58004,55125,24,83,178,3,0,0,2,0,1,913,46,28,74,70358,62912,38,65,169,10,2,4,1,1,0
0,1523,False,False,True,770,37,13,69,55372,47350,13,67,167,9,1,2,3,1,0,690,13,37,22,45724,45025,13,56,102,3,0,1,3,0,1
0,1284,False,False,True,714,30,11,49,51674,45700,10,42,93,10,2,1,6,0,1,608,11,30,15,35614,32633,10,40,81,1,0,2,0,0,0
0,1812,False,False,True,835,47,36,75,73539,66733,26,81,209,10,2,3,1,1,1,811,36,47,43,59883,57883,17,73,177,3,0,2,0,1,0
0,1242,True,False,True,609,23,16,34,41685,37500,13,45,114,3,0,3,0,0,1,601,16,23,23,38116,35610,9,40,81,2,0,0,2,0,0
0,960,True,False,True,580,19,4,25,35320,28300,12,33,89,3,0,2,5,0,1,491,4,19,5,25595,21275,9,32,71,0,0,0,1,0,0
0,1345,False,False,True,728,34,18,59,54238,46710,15,51,128,10,2,2,6,0,1,627,17,34,21,41260,37025,11,45,96,0,0,0,0,0,0
0,1792,False,False,False,912,25,35,47,61461,56475,22,75,177,7,0,1,1,1,0,857,35,25,65,66699,60588,37,83,222,11,3,3,2,1,1
0,1371,True,False,False,690,15,32,20,40377,37900,23,53,122,1,0,0,3,0,0,754,32,15,49,50437,44385,21,72,150,5,0,3,3,0,1
0,1803,False,False,True,938,26,22,41,60649,52708,30,79,203,8,1,3,1,1,0,900,22,26,24,53841,52225,31,75,185,3,0,1,5,0,1
0,965,True,False,False,441,7,22,3,25018,22625,3,34,54,0,0,0,0,0,1,540,22,7,30,38117,31125,9,30,69,6,0,2,6,0,0
0,1339,True,False,False,627,15,24,18,39338,36675,19,49,114,1,0,0,0,0,0,706,24,15,35,46977,45412,18,62,147,4,0,3,3,1,1
0,1958,False,False,True,948,31,39,68,71190,65500,51,121,291,10,3,3,3,1,0,977,39,31,75,68942,66225,34,111,229,6,0,1,3,1,1
0,2273,False,False,True,1082,29,21,56,75443,65013,44,104,257,10,1,3,1,2,1,1085,21,29,36,68715,62100,44,98,254,4,1,3,5,0,0
0,1668,False,False,True,852,33,28,47,60570,54583,19,61,131,11,1,2,6,1,1,795,28,33,47,54618,52675,25,68,163,3,0,2,0,0,0
0,1974,False,False,False,975,26,39,34,62695,75855,33,66,163,3,0,0,3,0,1,1106,39,26,59,76351,68408,29,92,213,11,2,5,0,1,0
0,1573,False,False,False,729,20,29,35,47599,44425,16,58,124,4,0,1,0,0,1,765,29,20,45,56009,50225,20,74,184,8,1,3,6,1,0
0,1740,False,False,False,793,21,40,40,52251,49773,26,58,143,2,0,0,3,0,0,811,40,22,82,66636,59333,28,70,190,10,2,4,3,2,1
0,1689,False,False,True,877,41,38,67,66016,57725,31,69,161,9,1,1,6,1,0,834,38,41,53,63213,59913,27,90,190,4,0,3,0,0,1
0,1806,False,False,True,870,42,18,80,69769,65550,39,68,210,11,3,0,3,1,1,903,18,42,27,55641,52400,21,75,161,1,0,2,0,0,0
0,997,True,False,True,564,19,11,17,35191,30125,9,36,81,4,0,1,6,0,1,489,11,19,16,28586,26100,11,31,69,0,0,1,0,0,0
0,1542,False,False,False,715,29,27,49,56917,55100,27,53,155,8,1,2,1,1,1,774,27,29,53,57750,44350,14,72,137,8,1,1,0,0,0
0,1174,True,False,False,601,8,24,5,33149,29900,9,41,82,2,0,1,2,0,0,595,24,8,50,42605,37325,9,42,98,6,0,2,1,0,1
0,918,True,False,False,390,10,21,18,26963,24475,11,37,80,0,0,0,4,0,0,510,21,11,18,34998,32060,9,42,80,4,0,2,0,0,0
0,1101,True,False,True,564,20,12,37,37667,34075,11,40,99,3,0,1,0,0,1,547,11,20,14,31302,27975,13,30,76,0,0,1,3,0,0
0,1638,False,False,False,789,13,35,22,48089,46200,17,64,132,3,0,0,3,0,0,868,35,13,64,61787,52225,21,57,158,10,2,3,0,1,1
0,2154,False,False,True,1211,32,29,64,79834,68875,41,129,255,10,1,3,3,0,1,1133,29,32,41,76095,73375,47,90,227,8,2,2,3,3,0
0,964,True,False,False,462,17,28,17,31483,29200,10,31,63,0,0,0,0,0,0,510,28,17,31,37485,33225,9,38,80,2,0,2,3,0,0
0,1397,False,False,True,671,36,20,54,55280,49387,24,79,178,8,1,3,1,1,1,605,19,36,33,42252,38950,26,65,123,1,0,0,0,0,0
0,1738,False,False,True,782,41,32,54,62128,56968,38,97,215,9,1,0,0,0,0,793,32,41,37,58386,48668,39,81,168,5,0,3,2,0,0
0,2127,True,False,False,1013,28,34,63,71280,69775,33,83,220,9,0,0,0,1,1,1009,34,28,71,72669,65950,20,104,220,6,1,5,1,1,0
0,1670,True,False,True,861,29,20,42,59680,53508,31,78,184,6,0,1,3,2,0,845,20,29,31,52190,48600,27,96,187,5,0,3,3,0,1
0,1313,True,False,False,595,16,41,23,40173,38000,12,41,78,1,0,1,2,0,0,716,41,16,42,55785,49158,10,67,141,9,2,2,3,1,1
0,1811,False,False,False,876,25,23,57,59474,58675,30,80,190,7,2,2,1,1,0,1024,23,25,40,63031,54683,34,75,202,8,1,2,4,1,1
0,1473,True,False,True,732,31,22,47,52677,45000,22,79,156,6,1,1,2,1,0,732,22,31,25,48521,46833,26,59,153,5,0,2,4,0,1
0,1838,False,False,False,829,29,39,57,58049,54305,22,79,181,1,0,1,0,0,0,934,39,29,77,69586,64678,25,73,182,11,3,4,6,1,1
0,1370,False,False,True,676,34,19,41,53472,47475,16,60,140,7,1,1,1,1,1,677,19,34,28,43800,40741,17,45,111,2,0,1,4,0,0
0,2032,False,False,True,959,45,23,94,75567,67025,42,113,243,11,4,3,0,2,0,965,23,45,35,62880,61885,47,82,220,3,0,1,6,0,1
0,1636,False,False,True,830,30,24,42,58157,51320,29,57,185,8,1,2,3,0,1,817,24,30,47,56673,54000,20,75,176,6,0,0,3,1,0
0,1734,False,False,True,929,36,16,64,64196,56845,30,93,210,9,2,2,3,1,0,878,16,36,31,53225,52133,32,74,169,5,0,1,0,0,1
0,1728,True,False,False,869,26,45,33,58478,57900,32,59,116,5,0,1,5,0,1,964,45,26,59,69943,63445,28,89,207,7,0,3,1,1,0
0,1409,False,False,False,601,16,48,23,44068,40587,20,48,133,2,0,1,1,0,0,708,48,16,74,60234,54587,12,68,144,11,3,2,5,1,1
0,1344,False,False,True,775,17,16,27,50242,44925,26,64,161,10,2,2,5,1,1,684,16,17,30,40354,38075,22,45,98,1,0,1,1,0,0
0,1235,True,False,True,639,29,10,43,46294,39383,14,43,108,6,1,2,2,0,1,633,10,29,13,35518,34091,10,46,96,1,0,1,4,0,0
0,1346,False,False,False,632,15,27,24,41705,38635,15,50,130,3,0,1,2,0,0,764,27,16,33,50798,40000,11,53,119,9,2,2,1,1,1
0,1914,False,False,False,861,39,50,68,68323,65485,19,61,155,5,0,2,6,1,0,802,50,39,69,69729,65440,15,76,169,9,1,3,0,1,1
0,1594,False,False,False,849,26,30,38,55335,50750,36,61,182,5,1,0,0,0,0,812,30,26,45,58360,50335,15,85,148,9,1,4,6,1,1
0,1723,False,False,False,817,28,39,34,56761,53480,17,87,175,5,2,0,0,0,0,885,39,29,52,65285,54800,27,84,196,8,1,4,3,2,1
0,1901,False,False,True,1035,30,27,63,71652,63258,35,78,199,9,1,2,3,1,1,1045,26,30,37,65778,61525,27,74,211,9,2,3,3,1,0
0,927,True,False,True,564,13,2,15,30419,25400,11,37,75,0,0,0,6,0,1,557,2,13,3,25478,21875,12,31,73,1,0,1,0,0,0
0,1209,False,False,True,678,32,15,49,50611,42325,10,44,105,10,2,2,6,0,1,564,15,32,25,38288,35700,12,41,92,2,0,1,0,0,0
0,1885,False,False,False,874,34,37,54,63695,60810,27,72,212,5,0,3,6,0,1,898,37,34,61,67131,59325,33,75,198,8,2,1,0,1,0
0,981,True,False,True,513,25,13,35,36824,31700,12,46,105,2,0,1,3,0,0,499,13,25,12,29740,27050,11,34,83,0,0,0,0,0,0
0,1793,True,False,False,917,28,36,48,62443,59275,24,75,200,7,0,0,6,1,1,921,35,29,65,66518,59833,28,77,185,6,0,4,0,1,0
0,1738,True,False,True,802,31,22,67,61625,55425,16,75,157,6,1,2,6,1,0,924,22,31,23,53921,51600,19,62,131,3,0,3,0,0,1
0,1925,False,False,False,1011,25,37,50,66022,64950,14,79,159,5,1,2,4,0,0,1047,36,25,53,72597,62475,27,74,199,11,5,2,2,2,1
0,1784,False,False,True,901,39,33,74,67813,59785,17,66,179,10,2,3,3,1,1,871,33,39,60,63514,61425,21,78,151,4,0,1,3,0,0
0,1707,False,False,False,892,14,30,19,49348,47775,37,60,136,2,0,0,0,0,0,911,30,14,45,60559,50462,38,91,227,9,1,4,6,1,1
0,1895,False,False,True,902,39,21,68,69125,58650,36,78,198,9,3,2,1,1,0,992,21,40,33,61737,59430,28,82,195,6,0,2,5,1,1
0,1268,True,False,True,712,24,10,27,44273,39937,9,48,111,3,0,3,3,0,1,704,10,24,13,38701,36925,8,40,89,2,0,0,3,0,0
0,1931,False,False,False,939,21,39,32,61186,56050,30,64,184,6,0,1,3,1,1,937,39,22,79,66395,58875,22,87,208,8,1,4,3,0,0
0,1448,True,False,False,750,19,23,27,45726,43875,20,54,137,3,0,0,2,0,1,670,23,19,57,49890,41708,22,55,148,7,1,2,4,1,0
0,1871,True,False,True,934,31,25,60,64610,61175,30,92,221,6,0,3,6,0,0,865,25,31,47,59684,57900,24,103,217,4,0,1,0,1,1
0,1386,False,False,True,715,25,27,46,53831,41883,21,71,158,9,1,2,6,1,0,678,27,25,36,46994,43758,30,43,111,3,0,1,0,0,1
0,1531,False,False,False,827,12,25,14,46248,43200,21,55,125,3,0,2,6,0,0,763,25,13,48,51198,47160,23,58,148,8,1,2,0,1,1
0,1381,True,False,True,745,34,14,59,51290,45675,21,46,126,4,0,3,2,0,0,679,14,34,22,43271,41400,16,58,124,3,0,0,4,0,1
0,1546,False,False,False,696,17,34,31,43132,39640,24,75,136,0,0,1,0,0,0,812,34,17,57,60710,53393,36,81,207,9,1,2,6,1,1
0,1559,False,False,False,747,21,36,36,47469,43950,19,54,130,1,0,1,2,0,0,761,36,21,66,60953,51562,14,63,139,11,3,2,2,1,1
0,1140,True,False,True,604,29,12,48,44066,40902,12,35,108,4,0,1,6,0,1,499,12,29,29,33498,31775,6,40,93,2,0,2,0,0,0
0,2234,False,False,True,1015,29,26,73,71736,64425,51,121,294,9,2,3,3,0,1,1129,26,29,45,74136,68825,50,130,341,6,0,3,1,2,0
0,1776,False,False,False,925,28,35,40,59884,57900,19,49,114,3,0,0,0,0,0,883,35,28,46,64489,59737,20,82,190,10,3,4,6,1,1
0,1658,False,False,False,787,15,39,17,47364,45045,17,58,154,3,0,0,6,0,0,901,39,15,70,64633,57375,20,77,179,11,3,4,0,1,1
0,1520,False,False,True,857,32,22,58,60345,58110,24,63,168,10,2,1,2,1,1,726,22,32,36,47578,46268,20,64,162,1,0,3,4,0,0
0,1685,False,False,False,889,29,28,43,59691,56175,28,99,186,1,0,0,0,1,0,901,28,29,40,60466,59455,23,73,150,11,3,3,6,0,1
0,1800,False,False,False,875,26,29,45,56195,54133,46,77,201,3,0,1,6,0,1,864,29,26,54,61307,56425,30,101,231,9,1,4,0,1,0
0,975,True,False,False,483,7,26,7,27751,26175,10,35,66,0,0,0,3,0,0,516,26,7,35,37329,35625,11,37,83,3,0,2,3,0,0
0,1996,True,False,True,1046,26,24,36,69591,61370,39,89,234,9,3,3,6,2,1,952,24,26,56,60802,57783,29,113,243,4,0,2,0,0,0
0,995,True,False,True,499,21,13,23,35508,33150,6,31,70,2,0,2,3,0,0,431,13,21,19,30065,26775,3,33,71,1,0,0,3,0,0
0,1564,False,False,False,715,24,36,41,50210,48925,11,49,109,3,0,0,4,0,0,821,36,24,39,58818,53975,23,48,145,8,1,4,2,1,1
0,1641,False,False,True,792,44,22,75,64616,58625,29,71,197,9,1,2,6,1,0,718,22,44,37,49506,48550,17,78,152,2,0,0,0,0,1
0,919,True,False,True,510,18,5,26,33415,29850,7,25,68,3,0,0,6,0,0,456,5,18,4,25108,23187,4,26,46,0,0,1,0,0,0
0,2033,False,False,True,911,40,42,81,75747,68230,36,75,198,10,2,1,3,0,0,873,42,40,67,71099,68300,26,97,243,5,0,4,3,2,1
0,1122,True,False,False,476,14,29,14,32944,33622,2,32,61,1,0,0,3,0,0,527,29,14,33,40448,36275,5,39,80,6,0,2,3,0,1
0,1715,False,False,True,853,30,15,45,60166,52500,31,73,186,11,3,2,6,1,0,841,15,30,20,49635,48150,32,65,177,2,0,3,0,0,1
0,1475,False,False,False,750,18,37,34,47341,45425,17,58,127,1,0,0,3,0,1,805,37,18,57,59598,53275,24,52,146,10,2,3,3,1,0
0,1463,True,False,True,929,26,13,46,56496,49708,34,58,153,10,2,2,3,0,1,759,13,26,16,42504,39908,26,79,176,1,0,1,3,1,0
0,1733,False,False,True,951,26,15,53,61470,53733,32,114,228,9,2,2,6,1,0,856,15,26,32,51188,49115,46,77,211,5,0,3,0,0,1
0,1401,True,False,False,736,16,30,29,44594,41975,13,52,112,3,0,0,3,0,1,736,30,16,51,51657,45850,18,49,135,5,0,3,3,1,0
0,1239,False,False,True,628,19,12,31,41095,35150,10,55,121,7,1,1,6,0,1,655,12,19,22,38004,33750,12,45,99,3,0,1,0,0,0
0,1185,True,False,False,518,12,33,20,34599,30100,6,35,73,2,0,0,2,0,1,577,33,12,50,46526,43450,5,41,78,8,2,2,4,0,0
0,1704,False,False,True,988,33,24,41,64368,60375,29,92,214,11,3,3,0,1,0,873,24,33,29,54586,51725,35,75,198,2,0,1,0,0,1
0,1598,True,False,False,734,18,41,28,48171,46033,11,61,126,2,0,1,3,0,0,777,41,18,60,62250,57200,16,55,160,11,3,3,0,1,1
0,1232,False,False,True,636,31,8,44,48944,38725,10,34,86,11,2,2,6,0,1,551,7,31,11,31832,30158,9,36,81,0,0,0,0,0,0
0,1552,True,False,False,759,14,21,20,44515,43220,14,62,121,2,0,1,5,0,1,833,21,14,25,52646,45900,26,43,146,8,2,2,0,1,0
0,1644,False,False,True,825,35,34,58,66031,56558,33,95,206,11,3,1,6,1,0,809,34,35,41,59652,56200,34,67,136,6,0,2,0,0,1
0,914,True,False,True,502,19,8,21,33033,28610,10,29,73,2,0,2,5,0,0,376,8,19,5,23576,21900,5,40,65,0,0,0,1,0,0
0,1354,True,False,True,728,28,18,35,48695,40988,19,53,129,8,1,1,6,0,1,682,18,28,17,43472,41050,15,53,120,2,0,2,0,1,0
0,1881,False,False,True,925,34,22,62,66539,60110,30,63,183,7,1,4,3,1,0,915,22,34,41,58077,55608,28,73,193,4,0,0,3,0,1
0,1542,False,False,True,906,28,10,52,57722,52660,37,65,167,10,2,3,0,1,1,823,10,28,16,44339,42850,31,73,169,2,0,1,3,0,0
0,1504,False,False,False,808,17,33,35,49773,46710,8,53,121,6,1,1,2,0,0,787,33,17,54,57762,50175,15,62,150,8,1,1,4,1,1
0,2136,False,False,True,978,41,41,68,76296,69050,43,84,256,10,2,2,3,2,0,882,41,41,72,65810,63430,43,122,305,3,0,3,0,0,1
0,1532,False,False,False,737,22,35,30,48775,52310,20,48,119,2,0,0,0,0,0,838,35,22,51,59854,54953,18,60,142,8,1,4,6,1,1
0,1619,False,False,True,834,33,16,79,59891,53250,21,78,185,9,1,2,3,1,1,847,16,33,28,49617,47150,24,59,145,2,0,2,3,0,0
0,1382,False,False,False,646,15,31,20,40747,36483,26,70,152,1,0,2,0,0,0,714,31,15,50,54316,46375,30,77,141,11,2,1,6,1,1
0,1745,False,False,False,895,26,37,33,55199,51950,38,72,215,3,0,1,3,0,0,956,37,26,56,66171,58590,18,79,163,9,1,2,0,1,0
0,1453,False,False,True,712,26,22,44,55654,50685,12,52,140,11,1,1,3,1,1,729,22,27,25,46083,45035,9,48,118,2,0,2,3,0,0
0,1339,True,False,True,741,25,14,40,47387,44785,24,63,151,6,0,1,0,0,1,672,14,25,27,39371,37060,27,70,136,1,0,1,0,0,0
0,1483,False,False,False,617,16,31,25,42267,39550,14,49,111,2,0,3,0,0,0,740,31,16,50,56503,51100,11,58,137,10,1,0,6,1,0
0,1631,True,False,True,751,43,26,81,66483,59850,25,58,175,7,1,3,6,1,1,709,26,44,62,51131,49433,18,62,135,1,0,0,0,0,0
0,1395,True,False,False,638,24,28,34,44062,41175,19,66,134,2,0,2,0,0,1,741,28,24,44,51394,45587,24,69,165,4,0,1,3,1,0
0,1631,False,False,True,832,32,27,48,57951,51343,34,78,188,7,1,0,4,0,1,814,27,32,40,57601,55135,32,72,175,5,0,3,2,1,0
0,1971,False,False,False,1007,23,41,29,62148,59350,36,93,230,5,0,2,3,0,0,1052,40,23,77,73901,65775,49,91,237,9,1,1,0,2,1
0,1404,False,False,True,766,34,15,48,55628,50075,15,70,160,9,2,3,4,1,1,594,15,35,30,41675,39825,23,53,126,2,0,0,0,0,0
0,928,True,False,True,559,15,6,11,32715,29275,13,34,82,3,0,2,2,0,1,496,6,16,7,25189,23650,9,42,80,0,0,0,4,0,0
0,1111,False,False,True,552,40,10,65,48207,40050,9,44,90,9,1,2,5,0,1,467,10,40,14,30636,28450,16,49,100,1,0,0,0,0,0
0,2237,False,False,True,1067,33,25,77,76800,67055,49,138,316,9,3,5,3,2,1,1065,25,33,40,68386,66253,34,120,241,7,1,1,3,0,0
0,1398,False,False,True,748,27,12,38,53011,48608,18,59,132,11,2,2,6,1,1,716,12,27,20,39642,36250,15,51,119,1,0,0,0,0,0
0,1720,False,False,False,798,22,35,26,51787,48550,28,80,167,3,0,1,4,0,1,1005,35,22,48,65562,58850,24,75,200,9,1,3,2,1,0
0,1356,True,False,False,720,12,29,11,40879,38741,17,53,114,3,0,0,6,0,1,746,29,12,49,48489,41675,16,61,140,4,0,3,0,1,0
0,1680,True,False,False,842,19,33,36,50689,48328,23,62,140,2,0,1,6,0,1,913,33,19,64,62849,57253,31,73,193,8,2,3,0,1,0
0,1431,True,False,True,699,48,17,84,59711,53900,18,61,142,8,1,2,1,1,1,640,17,48,27,42813,40908,15,71,144,1,0,0,2,0,0
0,1521,False,False,True,786,29,16,62,55042,48345,21,82,180,10,2,1,1,1,0,772,16,29,24,47028,44575,32,45,131,5,1,2,5,0,1
0,2251,False,False,True,1171,33,23,68,76514,68985,36,83,206,8,1,2,3,1,0,1211,23,33,32,71635,71858,17,92,199,4,0,3,3,2,1
0,1656,False,False,True,949,30,17,39,63633,58205,38,81,220,11,3,3,4,1,1,892,17,30,32,51648,49433,36,81,168,2,0,1,2,0,0
0,1097,False,False,True,566,15,7,24,36181,29535,11,40,90,7,1,1,6,0,1,563,7,15,9,30465,28600,13,42,91,1,0,1,0,0,0
0,1420,False,False,False,742,9,22,21,38909,34375,18,67,141,0,0,0,4,0,0,827,22,9,35,51999,48775,25,64,194,9,1,3,1,1,1
0,988,True,False,False,497,5,24,4,25604,23133,11,41,74,0,0,0,6,0,0,528,24,5,31,35441,29400,14,28,73,3,0,1,0,0,0
0,761,True,False,False,329,3,12,1,18338,14850,3,21,39,0,0,0,0,0,0,465,12,3,12,25483,20825,2,23,42,1,0,1,6,0,0
0,1231,False,False,False,534,23,44,45,41278,38275,12,39,79,0,0,0,1,0,0,631,44,24,62,52776,45558,6,52,110,9,1,1,5,0,1
0,1591,False,False,True,897,39,24,64,62372,54955,21,66,171,10,2,3,3,0,0,746,24,40,42,51377,46875,19,61,142,2,0,1,3,1,1
0,1313,True,False,True,714,27,18,46,47313,43837,20,52,117,3,0,1,2,0,0,600,18,27,20,40325,38458,17,65,147,3,0,2,4,0,1
0,1388,True,False,False,791,11,19,12,41637,38533,27,58,144,3,0,0,6,0,0,723,19,11,40,44646,40125,23,74,166,4,0,3,0,0,1
0,1400,False,False,False,572,17,39,25,42230,40075,6,61,107,2,0,1,2,0,0,722,39,17,58,57984,53625,11,36,98,11,3,2,4,1,1
0,1447,False,False,True,652,30,16,53,52795,42200,14,66,146,10,2,1,3,1,1,689,16,30,19,42288,39550,14,38,91,2,0,2,2,0,0
0,1423,False,False,True,885,25,10,48,55649,48675,24,56,173,9,1,1,6,1,1,712,10,25,17,39825,37250,9,62,111,1,0,2,0,0,0
0,1636,False,False,True,841,40,23,52,63905,59508,28,71,148,10,2,4,6,1,1,729,23,40,45,51012,50000,27,89,178,2,0,0,0,0,0
0,1747,False,False,False,836,34,42,62,59459,57300,20,75,169,5,0,2,6,0,1,884,42,34,83,68786,62900,34,72,210,10,1,2,0,1,0
0,1243,True,False,False,583,16,27,21,38033,36033,14,56,103,2,0,2,4,0,0,672,27,16,52,45967,42725,16,54,124,5,1,0,2,0,1
0,1769,False,False,False,786,25,47,42,58888,55825,28,63,168,5,0,1,4,0,0,853,47,25,53,67407,62538,15,79,168,9,1,3,2,1,1
0,1840,False,False,True,857,44,44,62,70290,61650,25,79,181,9,1,2,6,1,1,865,44,44,71,67335,66875,15,76,155,5,0,2,0,0,0
0,1879,False,False,False,877,32,28,56,62793,58550,31,80,180,4,0,3,3,1,0,965,28,32,57,66723,63350,38,95,217,10,2,2,3,1,1
0,1439,False,False,False,684,17,35,23,45061,42600,11,44,116,3,0,0,3,0,1,734,35,17,60,56595,45700,10,59,130,10,2,2,3,1,0
0,914,True,False,False,479,1,25,2,22525,20633,7,30,62,0,0,1,0,0,0,444,25,1,30,34502,31775,4,37,69,3,0,0,6,0,0
0,1757,False,False,False,892,16,34,23,55086,52985,21,100,190,5,0,0,6,1,0,970,34,16,71,63856,58425,43,66,170,8,1,4,0,1,1
0,1836,False,False,True,905,32,23,75,67223,59075,21,76,204,10,2,3,0,2,1,926,22,32,33,58898,57225,19,83,187,4,0,1,6,0,0
0,1833,False,False,False,959,20,16,30,55941,52400,7,52,126,2,0,2,6,0,1,1006,16,20,17,58357,54825,16,58,157,9,2,2,0,1,0
0,1404,False,False,False,665,23,33,34,45316,41200,7,42,99,2,0,1,2,0,0,663,33,23,53,53585,45900,9,52,116,8,1,2,0,1,0
0,1327,False,False,True,676,34,15,43,55155,47750,16,43,112,11,3,0,6,1,1,619,15,34,27,41988,38433,10,59,97,0,0,2,0,0,0
0,1706,False,False,False,796,20,41,28,53665,51675,16,66,144,5,0,1,0,0,1,785,41,20,85,62727,58400,20,65,159,10,2,3,3,1,0
0,1596,False,False,False,750,19,46,26,52215,47800,22,78,162,2,0,1,0,1,0,839,46,19,64,62502,55858,38,59,169,10,2,3,6,0,1
0,1301,False,False,True,708,36,10,65,52179,44625,16,54,127,10,2,2,5,0,1,672,10,36,19,38970,37425,17,48,107,3,0,1,1,0,0
0,1584,False,False,True,881,26,19,32,57842,51308,17,63,156,9,2,4,5,1,1,820,19,26,39,48787,47033,17,44,101,2,0,0,1,0,0
0,939,True,False,True,528,11,0,13,29153,24925,10,33,71,2,0,0,0,0,0,477,0,11,0,22176,18280,5,34,66,0,0,1,0,0,0
0,1563,False,False,False,755,20,33,24,48434,46968,20,60,148,3,0,0,4,0,1,770,33,20,51,57020,51083,19,69,158,10,2,4,2,1,0
0,1172,True,False,True,633,25,11,38,43516,38975,21,44,107,5,0,0,4,0,1,627,11,25,12,34799,32633,13,47,112,1,0,2,0,0,0
0,1150,False,False,False,563,8,11,5,30983,27125,8,29,65,1,0,0,3,0,0,686,11,8,28,39933,35225,7,38,87,8,1,3,3,0,1
0,945,True,False,False,481,5,15,6,25040,23225,6,23,56,0,0,0,3,0,0,513,15,5,22,32239,25700,4,41,80,2,0,1,3,0,1
0,1471,False,False,True,833,30,12,45,55270,46000,20,85,189,9,2,3,3,1,1,746,12,30,10,42986,41825,33,62,158,2,0,0,3,0,0
0,1916,False,False,False,845,29,31,40,60098,58950,31,61,208,4,0,2,5,1,1,979,31,29,80,67366,58125,25,74,176,8,1,3,1,1,0
0,1661,False,False,True,820,32,16,55,61394,57055,21,69,154,11,3,3,3,1,1,878,16,32,24,50619,48925,20,49,134,4,0,0,0,0,0
